reg_no,length,owner_uuid
HR38AD5804,32 Ft XL,1868373273
RJ32GC9528,24 Ft XL,1540654414
RJ14GR0494,32 Ft XXL,1093938573
MH43BP3404,20 Ft XL,2126873029
HR38AF9979,32 Ft XL,1752156159
RJ11GB4216,32 Ft XXL,1465905406
TN52AD0400,32 Ft XXL,3729590013
DD01R9382,32 Ft XL,2188263491
RJ11GC1903,32 Ft XXL,3542601600
DL1GC5698,32 Ft XXL,817831524
NL01AE7930,32 Ft XXL,1.27493E+18
HR55AK7743,22 Ft XL,797046859
TN16D5385,32 Ft XXL,3908210485
MH04HY2854,32 Ft XL,242377121
RJ27GC9980,32 Ft XXL,2979921946
TN52AA7113,22 Ft XL,856169180
TN39CU6081,32 Ft XXL,1812879046
HR38AB7584,32 Ft XL,2715223503
MH46BU0094,32 Ft XXL,2160159070
HR56A8627,26 Ft DXL,3504217824
HR55S6534,32 Ft XL,3829863930
HR74B0741,22 Ft XL,3292276155
TN31CC1674,22 Ft XL,3527797965
GJ27TD3969,32 Ft XXL,855381175
MH48CQ2019,20 Ft XL,3985273770
UP54T9851,26 Ft DXL,3504217824
TN11AQ4002,20 Ft XL,3534123485
NL01AC9394,32 Ft XL,956831550
KA01AH9145,32 Ft XL,1.30119E+18
MH46BM7751,32 Ft XXL,878491648
HR56A9446,32 Ft XXL,283774835
NL02N4364,32 Ft XXL,2459640882
HR55Y1800,32 Ft XL,1.27493E+18
HR55AM7173,32 Ft XXXL,1.29422E+18
MH46BB6692,20 Ft XL,2333134361
MH46BF5256,32 Ft XL,4013396894
KA01AM2367,32 Ft XL,4251612375
HR38W9875,34 Ft XL,438536401
TN28BH2436,32 Ft XXL,1670845927
HR842883,32 Ft XXL,4122073968
HR55AL8490,22 Ft XL,2615761642
DD01L9246,20 Ft XL,3759103250
MH04LY5054,32 Ft XXL,3828730693
MH46BB9041,20 Ft XL,1323381085
TN28BH6993,32 Ft XXL,3172923935
MH46BB6415,32 Ft XXL,712418492
GJ27TD5974,32 Ft XL,1481288314
HR55AK5524,22 Ft XL,1663240036
DL1MB2292,22 Ft XL,1200861955
HR38X6270,32 Ft XL,17667683
TN34AJ5288,32 Ft XXL,2456406897
MH23AU1475,32 Ft XL,4136868482
HR55AK4340,24 Ft XL,1.30729E+18
HR55AL8092,32 Ft XL,3509917328
KA51AF6221,32 Ft XXL,570434649
MH04GF9165,32 Ft XXL,2319926946
RJ14GK0049,32 Ft XXL,3145915931
HR38AF4504,32 Ft XL,1036038890
MH04JK5420,32 Ft XL,3471848031
HR55AL3265,22 Ft XL,1.30944E+18
NL01AF0432,32 Ft XXL,1.27493E+18
MH04KF3505,32 Ft XXL,2546648594
HR63C3998,32 Ft XL,1846249468
NL01AC3017,32 Ft XL,121602937
TN39CM5862,22 Ft XL,223488297
RJ27GC4967,32 Ft XXL,4260509302
HR68B8614,32 Ft XXL,2838899538
MH46BM6418,32 Ft XL,960632885
KA01AM5995,32 Ft XXL,762560645
HR67D4007,32 Ft XXL,1077283717
HR55AR2811,32 Ft XL,2283783132
UP21BN5904,32 Ft DXL,2229216445
TN88H9425,32 Ft XXL,863134033
MH04JU4188,20 Ft XL,3413902153
OD01C6604,32 Ft XXL,468491364
MP09HG8785,32 Ft XXL,571640855
KA568129,20 Ft DXL,3954209148
HR55AL0265,22 Ft XL,1.36451E+18
MH04KU1046,32 Ft XL,4133929115
MP09HH1324,32 Ft XXL,877707086
MH02ER4157,20 Ft XL,2425593342
MH04HD7790,32 Ft XL,2526486597
HR38X2514,32 Ft XL,269703972
NL01AD1614,32 Ft XXL,3155762556
NL01AC3125,32 Ft XL,3731347356
HR38AB0269,32 Ft XL,1562663088
TN39CV6385,20 Ft XL,310681829
HR55AH6711,32 Ft XL,2289849404
HR55Y6447,22 Ft DXL,1240647876
NL01N0362,32 Ft XXL,1355641096
MH14GD8422,20 Ft XL,3932034080
KA52A9711,20 Ft XL,428365861
NL01AE8138,32 Ft XXL,1.27493E+18
NL01AB0087,32 Ft XXL,1.27493E+18
NL01AG4129,32 Ft XL,1.27493E+18
AS32C3782,32 Ft XL,3584741597
RJ11GC7648,32 Ft XXL,3659002255
NL01AF7990,32 Ft XXL,3796565763
UP85ET1039,32 Ft XXL,4287314856
TN12L9342,20 Ft XL,2035918744
TN88AY0680,32 Ft XXL,3844877009
HR55AE0550,32 Ft XXL,3234395569
RJ11GD8601,32 Ft XXL,21951928
HR61E7716,34 Ft XL,2815071987
MH14JL8818,32 Ft XL,2467758476
KA568258,32 Ft XXL,952918089
UP80GT3618,32 Ft XL,3042525567
TN52AC4255,32 Ft XXL,1.37286E+18
TN90K0517,32 Ft XXL,2570274621
RJ32GC9833,32 Ft XL,1.27493E+18
RJ32GD8163,32 Ft XL,356233306
TN88AZ6464,32 Ft XXL,1514556212
MH04HS0298,20 Ft XL,3013601887
RJ14GP2785,32 Ft XL,1.27493E+18
RJ18GA8423,32 Ft XXL,3234395569
TN88J2860,32 Ft XXL,1.287E+18
TN34AJ3858,32 Ft XXL,3559566826
GJ12BZ8335,36 Ft XXXL,361831879
KA21A4190,32 Ft XL,1930959888
UP16HT3091,22 Ft DXL,4219310550
HR55AH1768,32 Ft XXL,1.27493E+18
HR55AP0158,32 Ft XL,2637171806
HR38AE1500,34 Ft XL,512034430
DD01X9532,32 Ft XXL,4171808944
TN12BA1342,20 Ft XL,4123373749
RJ32GC9361,32 Ft XXL,3407040720
HR47E0178,32 Ft XL,1116160635
MH14HG0724,32 Ft XXL,2671813342
MH04JU2717,20 Ft XL,1700042915
HR55AQ9112,32 Ft XL,2853112797
RJ10GA8575,32 Ft XL,3077465268
TN88AZ2966,32 Ft XXL,3289565272
TN52J9281,32 Ft XXL,1.37286E+18
HR55AH4062,32 Ft XXL,1.27493E+18
GJ06AV7248,32 Ft XL,104156937
NL01AE7596,32 Ft XXL,1.27493E+18
UP75AT3321,32 Ft XL,3005533047
MH43BX0923,32 Ft XXL,1.37249E+18
HR47E6652,20 Ft XL,4122580626
MH04LE7690,32 Ft XL,2047696331
RJ14GN8385,32 Ft XL,3261373768
RJ32GD4433,32 Ft XL,1993271565
MH12SX8465,32 Ft XXL,1407618984
NL01AC3849,32 Ft XXL,4064930658
HR55T5918,32 Ft XXL,3234395569
MH46CL3583,20 Ft XL,2793079243
KA52A7325,20 Ft XL,428365861
NL01AH4026,32 Ft XXL,3203379070
RJ14GP7512,32 Ft XXXL,3560206751
MH14JL1342,14 Ft XL,3609027591
MH04JU9914,20 Ft XL,556203466
NL01AH7863,32 Ft XXL,1.29422E+18
HR47E7380,32 Ft XL,3630080344
RJ14GP2020,32 Ft XXL,2601963471
HR38T9954,20 Ft XL,2715031614
NL01AA6327,32 Ft XL,2201767223
RJ14GH8449,32 Ft XL,870421878
TN88W9789,32 Ft XXL,880120454
RJ47GA5980,36 Ft XXXL,4255940877
TN34AF1626,24 Ft XL,693862358
DD01U9262,32 Ft XL,4270636751
NL01AF2036,32 Ft XXL,1.27493E+18
TN52J8563,32 Ft XXL,2729920795
RJ14GP8457,32 Ft XL,3310646587
MH04KU6120,32 Ft XL,3622709046
GJ12BX9043,32 Ft XL,1.27493E+18
UP82T8706,32 Ft XL,308481358
TN30BQ4698,32 Ft XL,1.27875E+18
HR38W8686,34 Ft XL,2399895960
MH43BX3827,20 Ft XL,2126873029
NL01Q1459,32 Ft XL,1.27493E+18
TN52R9766,32 Ft XXL,1.37286E+18
MH04LE6141,32 Ft XL,1647748010
UP70MT5043,30 Ft DXL,2818151988
MH46AR3454,32 Ft XXL,147647391
RJ14GQ2683,32 Ft XL,1142481406
NL01AJ2612,32 Ft XL,3104138433
MH04KF0737,20 Ft XL,1535803282
RJ11GD2056,32 Ft XXL,1.33805E+18
KA51AF9531,32 Ft XL,727275022
MH04LE6136,32 Ft XL,1647748010
MH04JU1480,32 Ft XXL,2546648594
HR55AB9348,32 Ft XL,2236468660
HR46G5320,32 Ft XL,1703646594
TN52AB9754,32 Ft XXL,1.32425E+18
RJ52GA2402,32 Ft XL,2867161930
RJ14GR1900,32 Ft XL,1880873524
KA50B6695,32 Ft XXL Ft XXL,388120914
DD01X9973,32 Ft XL,2412338830
NL01AG4771,32 Ft XXL,2638422073
HR38AD8073,24 Ft XL,1816174169
MH14EM9600,32 Ft XXL,1615485527
HR47F7202,22 Ft XL,3185323198
HR55AL6278,22 Ft XL,545764211
GJ01DZ8526,32 Ft XXL,3118177014
RJ14GK9466,32 Ft XXL,2783829460
KA51D5146,32 Ft XXL,902512755
KA01AM2331,32 Ft XL,4251612375
KA25D1415,20 Ft XL,773382346
RJ18GC3480,34 Ft XL,1620241690
RJ14GQ0596,32 Ft XL,1494632328
MH04KF0149,32 Ft XL,940945578
TN52AA2988,32 Ft XXL,1.27493E+18
MH14KQ3111,22 Ft XXL,508365964
MH04LE7654,32 Ft XL,844649569
HR55AL9035,32 Ft XXL,3234395569
NL01AG9542,32 Ft XL,3104138433
TN12R8160,32 Ft XL,1844041512
MH43BP9261,22 Ft XL,747491756
HR38W1739,34 Ft XL,3295829958
TN52R8309,26 Ft DXL,722363753
DL1MA9644,20 Ft XL,2072733907
TN29CC7335,32 Ft XXL,3089520401
HR55AQ4108,22 Ft XL,2514232031
HR658842,32 Ft XXL,2322689137
RJ14GP5537,32 Ft XL,875504629
TN39CL1699,14 Ft XL,1821256662
DL1LAD7267,14 Ft XL,3035691761
DD01M9585,32 Ft XL,1251745391
HR38AC0254,32 Ft XL,1017497294
GJ12BZ3288,40 Ft DXL,3106825274
HR61E0635,22 Ft XL,2667832329
TN30AL5577,26 Ft DXL,722363753
HR38Y5522,20 Ft XL,1.35842E+18
MH43BG5883,32 Ft XXL,104415644
KA51C9389,32 Ft XXL,902512755
MH46BU5702,32 Ft XXL,2744315801
MH04FD9177,32 Ft XXL,3862635773
HR38AA9084,32 Ft XL,1806953019
HR55AK3238,32 Ft XXL,1.27493E+18
GJ19Y9742,32 Ft XL,1507652398
MH04KF3128,20 Ft XL,1357148650
NL01AG1581,32 Ft XXL,3155944960
HR55AL8408,32 Ft XL,3160752292
MH04JK0479,32 Ft XL,1399514005
RJ14GG8939,30 Ft DXL,3836262919
TN88J3093,32 Ft XXL Ft XXL,1.287E+18
MH04KU5345,32 Ft XXL,1.37247E+18
HR55AR6544,32 Ft XL,539372227
TN88AZ9959,32 Ft XXL,480382704
JH01DW5277,32 Ft XL,3361904266
HR38X8844,32 Ft XL,2399895960
MH43BG6343,20 Ft XL,3640874237
HR38AB8805,22 Ft XL,1696145125
MH43BP7143,20 Ft XXL,2595308234
HR64A9500,40 Ft DXL,1529503247
MH12QG1214,32 Ft XL,4100923775
HR55AH4351,32 Ft XXL,1.27493E+18
WB05A2738,32 Ft XL,1080031028
PB11DA9798,30 Ft DXL Ft DXL,3364769651
HR38AB0920,32 Ft XL,923694986
TN42AH8299,32 Ft XXL,1.27493E+18
RJ14GQ2844,32 Ft XL,3261373768
HR61E6169,32 Ft XL,1.27493E+18
TN48BW4611,20 Ft XL,1134299742
TN88H9520,32 Ft XXL,630446376
NL01N0866,32 Ft XL,1305091623
NL01AH4234,34 Ft XL,611100283
RJ52GB0827,32 Ft XL,20414419
MP09ZY0356,32 Ft XL,3725412017
KA22C2118,32 Ft XXL,1.32646E+18
TN22DM1500,20 Ft XL,1908930337
MH46CL9271,32 Ft XL,299339903
MH40N7446,32 Ft XXXL,2792570902
MH43BG2257,32 Ft XXL,2929041530
TN03Y1116,20 Ft XL,1908930337
HR38X4135,32 Ft XL,894334680
RJ18GB1141,32 Ft XXL,351404499
TN12Y7269,32 Ft XXL,1.41743E+18
HR38AD1417,34 Ft XL,955834925
TN88K9690,32 Ft XXL,1964475697
NL01AG5421,32 Ft XL,3550206084
MH04HY3977,32 Ft XL,3064863068
HR55AM2115,22 Ft XL,3387547965
GJ12BW1006,40 Ft DXL,731056698
HR55AT2244,22 Ft XL,417026509
DD01T9809,34 Ft XL,3263664083
TN28BK4284,32 Ft XXL,3821008100
NL01AF0700,32 Ft XXL,3877642929
HR55AT5709,32 Ft XL,1873564887
NL01AG1842,32 Ft XL,1.27493E+18
MH04LE0764,32 Ft XXL,2160159070
HR38AA2562,32 Ft XL,1868373273
TN88AY3369,32 Ft XXL,880120454
KA22C2119,32 Ft XXL,1.32646E+18
HR38Z2755,34 Ft XL,2979722128
JH12G7193,32 Ft XL Ft XL,30159769
HR38V6243,34 Ft XXL,3353596425
KA567764,32 Ft XXL,1430288489
HR38AG0894,24 Ft XL,3719290741
TN39DY3947,32 Ft XXL,1.41813E+18
BR06GE5545,32 Ft XL,1675607123
MH04LE2729,32 Ft XXL,960476082
BR29GB6021,32 Ft DXL,3504217824
HR55AL5439,32 Ft XL,3117739931
MH46BU9607,20 Ft XL,3413902153
TN52AA3834,32 Ft XXL,1976321926
PB11BN9738,30 Ft DXL Ft DXL,3364769651
TS12UE5199,32 Ft XXL,1617854670
NL01L6976,32 Ft XL,2552905578
GJ39T2003,36 Ft XXXL,1649101344
TN12R7636,20 Ft XL,1415715704
TN28BH1712,32 Ft XXL,552888187
UP14HT0119,32 Ft XL,1890778991
DD01U9973,20 Ft XL,1133569185
MH14GD7291,32 Ft XL,2671813342
HR55AN1253,22 Ft XL,1668670859
UP16HT3537,20 Ft XL,761325456
RJ32GC1572,32 Ft XL,3146373301
DL1GE2426,22 Ft XXL,3151132714
TN18BP3747,32 Ft XL,249240400
NL01AA3545,32 Ft XL,3603739831
RJ52GA5331,32 Ft XXL,4005448948
MH43BP9638,20 Ft XL,509634398
GJ01DZ3725,32 Ft XL,2717088160
KA51AJ0039,20 Ft XL,1908930337
TN34Y2968,32 Ft XL,3536538517
HR38AD6878,32 Ft XL,1599883026
HR55AH5035,32 Ft XXL,3300087504
TN28BK7043,32 Ft XXXL,4116518126
TN88V2579,32 Ft XXL,3454225073
DD01Q9280,32 Ft XL,3794692242
RJ52GA4634,32 Ft XXL,3118341656
TN19AL8389,32 Ft XXL,1.27493E+18
HR55AC3945,32 Ft XXL,149166325
GJ07YZ5311,32 Ft XL,351731271
RJ11GC4848,32 Ft XXL,2576064134
NL01AF7790,32 Ft XXL,154705261
MH46BM9771,34 Ft XXXL,4181099929
UP14KT5152,22 Ft XL,1916374914
HR55AE4149,32 Ft XXL,714576834
TN69BQ7580,22 Ft XL,3586106431
GJ27V6818,32 Ft XL,4043925110
TN30CF6959,32 Ft XXL,1.27493E+18
TN52P4654,32 Ft XXL,1.37286E+18
HR55S5792,32 Ft XXL,3234395569
MH04LE1948,32 Ft XXL,2160159070
MH04JK3665,20 Ft XL,3962938094
HR55AF3677,32 Ft XXL,1.34095E+18
HR38AE1829,22 Ft XL,3273837063
JH12F8480,32 Ft XXL,4172966421
HR55AP2802,32 Ft XXL,3234395569
MH12UM9369,32 Ft XXL,4240028878
NL01AH9307,32 Ft XL,1993271565
MH04LE5378,20 Ft XL,422137787
MH04LY7448,20 Ft XXL,1700042915
MH04HD6362,32 Ft XL,1036596673
NL01AB1923,32 Ft XXL,1.27493E+18
GJ12BX8553,32 Ft XL,2942734151
NL01AE2412,32 Ft XL,244722053
HR38AC4451,22 Ft XL,128907010
NL01AE9516,32 Ft XL,2400238471
NL01AF8556,32 Ft XL,163362128
HR65A2451,32 Ft XL,2451253805
MH43CE7032,20 Ft XL,2126873029
MH04KF9145,20 Ft XL,1791364903
TN22CD1092,20 Ft XL,1280267657
MH14KA8411,32 Ft XL,508365964
KA16AA2749,32 Ft XXL,2346185518
NL01AD9655,32 Ft XL,1763251974
HR55AA3509,32 Ft XL,4015093222
MH04LE5910,32 Ft XL,2984689483
TN88J6316,32 Ft XXL,2672088652
HR38X5714,32 Ft XL,1.27493E+18
MH23AU4758,32 Ft XL,208323383
NL01AE0061,32 Ft XL,2421378607
HR55AN0771,22 Ft XL,1732868091
MH04JK0580,20 Ft XL,3815423237
TN12AP7969,32 Ft XXL,2286091161
TN57BW8481,20 Ft XL,3916948931
RJ14GN1438,32 Ft XL,2783829460
RJ47GA3639,30 Ft DXL,4255940877
NL01N0354,32 Ft XXL,1355641096
HR55AM6113,32 Ft XXL,1.27493E+18
RJ32GD6529,32 Ft XL,356233306
RJ14GQ1862,32 Ft XL,1.27493E+18
MH04GF2534,32 Ft XL,2055834171
MH05EL9296,32 Ft XXL,254086554
MH46CL5162,32 Ft XXL,3944964191
RJ11GB7860,32 Ft XXL,1174244948
AP29TB9433,32 Ft XXL,3829683448
HR61E3182,32 Ft XL,2815071987
MH43BX1316,20 Ft XL,2126873029
HR55AM6704,32 Ft XXL,1.27493E+18
NL01N4827,32 Ft XXL,1.27493E+18
HR47D1865,32 Ft XXL,4004548899
HR55AN9055,32 Ft XL,24043981
MH04JU5737,20 Ft XL,2255109508
MH14JL2446,32 Ft XXL,1.31389E+18
HR38V8948,32 Ft XL,1.27493E+18
NL01AF8598,34 Ft XL,1046286026
KA03AK5479,20 Ft XL,1893840531
TN39CS6789,32 Ft XXL,4067552050
WB15D6898,32 Ft XXL Ft XXL,1331898928
WB23F8395,32 Ft XXL,3104428041
WB05A2717,32 Ft XL,1080031028
NL01AB8114,32 Ft XL,3943671163
HR55AE3392,32 Ft XXL,1.34095E+18
TN28BH5650,32 Ft XXL,3410860377
NL01AC9337,32 Ft XXL,1327564229
NL01AD8444,32 Ft XL,2994594257
TN34AH8182,32 Ft XL,1384358495
GJ12BX3994,40 Ft DXL,3106825274
NL01AE1939,32 Ft XXL,2459640882
KA51AG4524,20 Ft XL,3598520858
GJ27V8823,32 Ft XL,333469321
MH04LQ3932,32 Ft XXL,973970333
HR55AE9424,22 Ft XL,1.27493E+18
KA52B4433,20 Ft XL,1084243930
MH04JK9319,20 Ft XL,620207144
RJ09GC8598,32 Ft XL,1813276820
HR74B0809,32 Ft XL,3961557537
RJ11GB6728,32 Ft XXL,3494373040
MH04LQ8918,32 Ft XXL,3179876767
MH12MV4535,32 Ft XL,4100923775
RJ32GD1801,32 Ft XL,1.27493E+18
RJ18GB4899,32 Ft XXL,1.33805E+18
HR55AF3580,22 Ft XL,1.35182E+18
RJ32GD1460,32 Ft XL,1.27493E+18
RJ32GB7159,32 Ft XXL,3553993300
KA01AP6153,32 Ft XL,4186992177
UP62CT5190,20 Ft XL,1953171789
DD01L9053,32 Ft XL,900006873
DL1GE0459,22 Ft XL,3524342921
UP82AT8725,32 Ft XL,1319988325
HR55AG6062,20 Ft XL,3787915751
HR55AK3694,32 Ft XL,1554558016
HR47E8969,32 Ft XL,431439093
RJ32GD3559,32 Ft XL,92539438
MH43BX0918,32 Ft XXL,1.37249E+18
RJ14GR6247,32 Ft XXL,4124352010
HR66C7899,32 Ft XXL,3822231402
GJ01DZ8677,32 Ft XXL,3118177014
TN88J3899,32 Ft XXL,3892668605
RJ02GB7629,32 Ft XL,328095844
HR38AD6959,34 Ft XL,1017497294
NL01AG7667,32 Ft XXL,2638422073
GJ15YY0852,32 Ft XL,3555850721
MH14GU1561,32 Ft XXL,2671813342
UP53GT8774,32 Ft XXL,3914731708
RJ10GA8178,32 Ft XXL,3557494937
NL02AA0457,32 Ft XXL,690336119
PB13BB1983,32 Ft XXL,834023770
RJ14GQ1661,32 Ft XL,2866879391
NL01AE6926,32 Ft XXL,1.27493E+18
TN88E4006,32 Ft XL,1.3945E+18
UP31AT0160,30 Ft DXL,2115237033
DD01L9407,32 Ft XL,3006081937
MH04LQ2417,32 Ft XL,2545997179
RJ40GA1111,32 Ft XXL,1.27493E+18
HR47G6015,20 Ft XL,3962999715
HR47G3750,20 Ft XL,3962999715
RJ09GB5542,32 Ft XXL,1498094060
MH12WJ8466,32 Ft XL,2066449745
HR55AK2714,32 Ft XXL,3234395569
TN28BJ3089,32 Ft XXL,1.3391E+18
HR55U1200,32 Ft XL,1375577164
TN22CS9975,32 Ft XXL,3857087399
TN39CV6177,32 Ft XXL,1271043962
GJ12BW4895,40 Ft DXL,1608917745
MH46BU9536,32 Ft XL,3142727949
MH04LE4253,32 Ft XL,1496954475
UP82T5918,30 Ft XL,1542770824
PB13BD6840,32 Ft XL,2584378470
PB13AR9658,32 Ft XXL,2072286350
NL01AD9395,34 Ft XL,2073244875
UP21CN6648,32 Ft XL,879179501
HR38Y7642,24 Ft XL,1816174169
DD01L9328,32 Ft XL,723912061
TN36BS6859,32 Ft XXXL,12546475
TN88J1598,32 Ft XXL,3843504601
MH04KF7354,20 Ft XL,859974101
NL01AD8205,32 Ft XL,3261373768
HR74A4379,32 Ft XL,4217818
HR38AD3883,22 Ft XL,1832643739
TS12UC0780,32 Ft XXL,3510105175
HR55AF8317,32 Ft XL,267942975
NL01AF8507,32 Ft XXL,2459640882
NL01AH7870,32 Ft XXL,1.29422E+18
HR38Y5910,32 Ft XL,4023146082
KA52B3901,22 Ft XL,1436605487
TN88AZ3177,32 Ft XXL,2488622514
HR47C6946,32 Ft XXL,1960149178
KA01AG4709,32 Ft XXL,3529277557
WB37D7146,32 Ft XXL,1293337262
NL01AD0946,32 Ft XL,2250116825
MH47Y2825,20 Ft XL,303515083
HR55AR3770,22 Ft XL,307838769
HP12R8023,32 Ft XL,1364067541
NL01AD1613,32 Ft XXL,3155762556
MH46BF9604,32 Ft XL,299339903
GJ01HT4700,32 Ft XL,1031975809
KA52B3626,20 Ft XL,1850084718
MH04KF5762,22 Ft XL,3678859715
TN88AY0959,32 Ft XXL,1.38589E+18
HR38U9004,32 Ft XL,3042341413
MH04HY5957,20 Ft XL,2715681784
RJ32GD3930,32 Ft XL,2124614750
HR55AN1801,32 Ft XXL,1.34387E+18
MH04GF9437,20 Ft XL,4243602011
HR55W7795,32 Ft XXL,2117522071
NL01AH0505,32 Ft XL,3155944960
NL01AG7934,34 Ft XL,1.27493E+18
TN34MB7950,32 Ft XXL,3590451473
RJ02GB7548,20 Ft XL,314389732
NL01AF8559,32 Ft XL,163362128
NL01AA0183,32 Ft XXL,2459640882
TS15UF6658,32 Ft XXL Ft XXL,21598721
KA53AA2579,24 Ft XL,303485815
JH12P2376,32 Ft XL,259577570
HR38AE0834,32 Ft XL Ft XL,1832643739
NL01N0338,32 Ft XXL,1355641096
TN88K3720,32 Ft XXL,1031372358
TN37DP8042,32 Ft XXL,37099671
HR55AR2455,32 Ft XL,2360715924
DL1MA7065,22 Ft XL,4172470676
TN52AD3988,32 Ft XXL,1.27493E+18
RJ14GQ9157,32 Ft XXL,3810266555
KA01AR0573,32 Ft XXL,1441966117
MH04KU8630,32 Ft XXL,840650496
HR55AQ6339,32 Ft XL,2710583951
RJ14GK6921,30 Ft XXL,21951928
MH05EL7822,32 Ft XL,2219697164
RJ32GC5398,32 Ft XL,696965115
TS12UB8301,32 Ft XXL,11308628
KA04AC9217,22 Ft XL,3355219628
HR55AH0330,22 Ft XL,3726974546
GJ12BZ8369,36 Ft XXXL,361831879
HR61E4935,32 Ft XL,1495002572
NL01AG8415,24 Ft XL,2903670965
HR56B6497,22 Ft XL,2647333561
TN34MB4536,32 Ft XXL,3590451473
MH46F5319,32 Ft XXL,1675607123
NL01AG4401,32 Ft XXL,3164210946
HR39E6472,32 Ft XL,1073628303
DL1MB0806,22 Ft XL,2737089031
WB19L3592,22 Ft XL,2059432904
TN39CQ4399,32 Ft XXL,2952193960
RJ14GR6245,32 Ft XXL,4124352010
HR55AP3604,32 Ft XL,3782184908
HR68B6965,32 Ft XXL,2838899538
MH20DE6406,32 Ft XL,1518948099
HR55AM5177,22 Ft XXL,1607198032
HR55T4735,32 Ft XL,3000356243
NL01N4941,32 Ft XL,1211625122
MH43BX2382,32 Ft XXL,1.37249E+18
UP25ET1018,32 Ft XXL,309125986
MH04KF8814,20 Ft XL,108749163
GJ12BZ9877,40 Ft DXL,3361710212
MH18BZ4700,20 Ft XL,170750798
WB178076,32 Ft XXL,1077479138
HR55AQ1825,32 Ft XXL,1.27493E+18
HR55AQ3348,22 Ft XL,680522859
RJ47GA4619,32 Ft XL,2681227620
NL01Q4041,32 Ft XL,1.27493E+18
HR844912,32 Ft XL,4289047710
HR68C4530,24 Ft XL,1807992685
TN42AE3819,20 Ft XL,1.27493E+18
HR55AN3067,32 Ft XL,2148477730
MH04KU8166,32 Ft XXL,66625116
MH12RN8390,34 Ft XL,509883995
MH40CD4493,20 Ft XL,2898795827
HR55AS4319,22 Ft XL,2594083566
HR55AC1816,32 Ft XXL,1782813852
WB05B3292,32 Ft XL,1080031028
TN88L6773,32 Ft XXL,1341137421
MH43CE1395,32 Ft XXL,1993271565
TN30CU5355,32 Ft XXL,1152588252
KA53AA5054,20 Ft XL,3397109511
RJ14GQ7277,32 Ft XXXL,1524180104
NL01AC6672,32 Ft XL,1996182883
BR24GB1003,26 Ft DXL,3504217824
RJ14GG6842,32 Ft XL,1.30729E+18
TN96H6640,32 Ft XXL,3803493155
MH43BX5377,32 Ft XL,4276784851
TN39CQ3899,32 Ft XXL,2952193960
KA52B5117,20 Ft XL,1.27493E+18
MH46BM7064,32 Ft XXL,1.31345E+18
RJ32GC0449,32 Ft XL,920192847
NL01N2768,32 Ft XXL,1355641096
NL01AF4297,32 Ft XXXL,1450163480
HR47F9399,32 Ft XXL,1.27493E+18
WB05A0335,32 Ft XL,1080031028
TN90B4699,20 Ft XL,1908930337
HR38AA5861,34 Ft XL,3216817949
NL01AG9895,32 Ft XL,761325456
MH04LE8376,22 Ft XL,2845067733
HR55AD9957,32 Ft XL,208449432
TN04BB5234,32 Ft XXL,902512755
RJ32GD4202,32 Ft XL,1993271565
MH46BB8590,32 Ft XXL,674609754
MH43BX0682,32 Ft XXL,1.37249E+18
HR55AK6402,32 Ft XXL,1.27493E+18
NL01Q3410,24 Ft XL,3703012799
HR63E6761,32 Ft XL,496935356
RJ11GC4078,32 Ft XXL,793419240
HR47E6151,20 Ft XL,1968979984
NL01AF1954,32 Ft XXL,2671813342
HR55AF0608,32 Ft XL,208449432
MH05DK1372,32 Ft XXL,1882953237
NL01L8949,32 Ft XL,452822025
RJ32GD4189,32 Ft XL,1993271565
NL01AB7278,32 Ft XXL,1080800009
HR38AH9492,32 Ft XL,3908165514
MP09GH6087,32 Ft XL,4188950607
TN36BS7592,32 Ft XXL,12546475
MH04JU3741,32 Ft XXL,1882953237
AS01NC5688,32 Ft XXL,1168052891
NL01Q7404,32 Ft XL,1.27493E+18
WB05A1228,32 Ft XXL,1080031028
NL01Q6872,32 Ft XXL,1342559235
GJ12BX6342,36 Ft XXXL,1649101344
RJ32GD1341,30 Ft XL,1.27493E+18
RJ14GN9961,32 Ft XL,2553882112
HR38AG9589,22 Ft XL,554587856
RJ48GA1985,32 Ft XXL,2632538962
GJ27TD2750,32 Ft XL,752912893
HR39C4108,20 Ft XL,1668670859
GJ05AT2845,32 Ft XL,4067572575
TN23CE3999,32 Ft XXL,2651354625
TN28BH6795,32 Ft XXL,1008544192
TN18BE1333,20 Ft XL,1979615900
WB05A1821,32 Ft XL,1080031028
HR55AJ1404,32 Ft XL,1995297462
GJ12BZ0511,40 Ft DXL,1199572047
HR61C2900,32 Ft XL,1813930870
NL01AF1839,32 Ft XXL,3194110022
HR55AE7363,32 Ft XXL,1.34095E+18
MH46BB1217,32 Ft XL,4155638782
MH43BX3229,32 Ft XXL,1.37249E+18
RJ32GC7178,32 Ft XL,696965115
MH46F1602,32 Ft XL,2066449745
TN67BD1120,20 Ft XL,2984353713
MH04HS1158,20 Ft XL,1.27493E+18
WB05A3770,32 Ft XXL,1080031028
UP11CT0137,32 Ft XXL,3211344353
NL01AG3380,32 Ft XXL,1618676713
NL01AF2037,32 Ft XXL,1.27493E+18
GJ01JT6452,32 Ft XL,1481288314
RJ47GA3881,36 Ft XXXL,4255940877
HR55U3866,32 Ft XXL,1.27493E+18
WB19L2638,32 Ft XXL,560318007
MH04JK8929,20 Ft XL,1083855552
KA51AF8957,20 Ft XL,1850084718
